AMPsuite Statement for On The Way Records,,,,,,,,,,,,,,,,,
Period 2024-11-01 to 2024-11-30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
This Period: ,,,£ 279.06,,,,,,,,,,,,,,
Bought Forward: ,,,£ 0.00,,,,,,,,,,,,,,
Balance: ,,,£ 279.06,,,,,,,,,,,,,,
PAYABLE: ,,,£ 279.06,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
You are due a payment of £ 279.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Period From,Period To,Transaction Date,Distributor,UPC,Cat. No.,ISRC,Label,Release Title,Track Title,Mix Name,Artist,Content Type,Delivery Method,Territory,Suitebeats Comp.,Quantity,Revenue
,,,Tidal,5063544168891,,GXBNP2427518,On The Way Records,Personal,Personal,,WHOWHENWHY & Rise Of The JellyFish,track,Streaming,BE,No,2,0.034043
,,,Tidal,5063544168891,,GXBNP2427518,On The Way Records,Personal,Personal,,WHOWHENWHY & Rise Of The JellyFish,track,Streaming,GB,No,2,0.03816
,,,Tidal,5063544168891,,GXBNP2427518,On The Way Records,Personal,Personal,,WHOWHENWHY & Rise Of The JellyFish,track,Streaming,CA,No,5,0.057165
,,,Tidal,723277728353,,CA5KR2488300,On The Way Records,You Make Me Feel,You Make Me Feel,,Brannco & Sevenkey & Anne Mulcahy,track,Streaming,AU,No,6,0.019408
,,,Tidal,5063544188707,,GXBNP2427787,On The Way Records,Don't Sit,Don't Sit,,Broshi & BVRRN,track,Streaming,SG,No,1,0.006803
,,,Tidal,5063544188707,,GXBNP2427787,On The Way Records,Don't Sit,Don't Sit,,Broshi & BVRRN,track,Streaming,BE,No,1,0.017022
,,,Tidal,5063544188707,,GXBNP2427787,On The Way Records,Don't Sit,Don't Sit,,Broshi & BVRRN,track,Streaming,GB,No,8,0.152639
,,,Tidal,5063544209327,,GXBNP2428055,On The Way Records,Never Forget,Never Forget,,Nick Proof,track,Streaming,DE,No,1,0.003018
,,,Tidal,5063544168990,,GXBNP2427533,On The Way Records,Nebula,Nebula,,Zanders,track,Streaming,SG,No,1,0.006803
,,,Tidal,5063544168990,,GXBNP2427533,On The Way Records,Nebula,Nebula,,Zanders,track,Streaming,LT,No,4,0.01064
,,,Tidal,5063544168990,,GXBNP2427533,On The Way Records,Nebula,Nebula,,Zanders,track,Streaming,PL,No,1,0.003756
,,,Tidal,795397783840,,CA5KR2351506,On The Way Records,Ready or Not,Ready or Not,,MADZI,track,Streaming,DE,No,1,0.003018
,,,Tidal,723277585949,,CA5KR2467523,On The Way Records,Focus Is You,Focus Is You,,EMOCA,track,Streaming,GB,No,3,0.057239
,,,Tidal,5063544203141,,GXBNP2427926,On The Way Records,ADE EP,Universe,,Infinite Portal,track,Streaming,DE,No,1,0.003018
,,,Tidal,723277324395,,CA5KR2421597,On The Way Records,Flashback,Flashback,,DAEVO,track,Streaming,US,No,1,0.012805
,,,Tidal,723277324395,,CA5KR2421597,On The Way Records,Flashback,Flashback,,DAEVO,track,Streaming,US,No,2,0.007878
,,,Tidal,723277307787,,CA5KR2418441,On The Way Records,Let You Go,Let You Go,,Paul Amber,track,Streaming,CA,No,1,0.011433
,,,Tidal,723277768021,,CA5KR2491776,On The Way Records,Flex,Flex,,CGVE,track,Streaming,US,No,1,0.012805
,,,Tidal,5063544209297,,GXBNP2428053,On The Way Records,Better,Better,,Austin Feldman,track,Streaming,PT,No,1,0.007479
,,,Tidal,723277606804,,CA5KR2471184,On The Way Records,Better Now,Better Now,,Volyri & RESZ,track,Streaming,GB,No,2,0.017754
,,,Tidal,5063544168938,,GXBNP2427523,On The Way Records,Angels,Angels,,Naffe & Flare (BR),track,Streaming,DE,No,1,0.003018
,,,Tidal,5063544168938,,GXBNP2427523,On The Way Records,Angels,Angels,,Naffe & Flare (BR),track,Streaming,PL,No,1,0.003756
,,,Tidal,5063544168938,,GXBNP2427523,On The Way Records,Angels,Angels,,Naffe & Flare (BR),track,Streaming,BE,No,2,0.034043
,,,Tidal,723277754376,,CA5KR2491031,On The Way Records,Already Know,Already Know,,Qaden James & daevo,track,Streaming,NO,No,64,0.473352
,,,Tidal,723277754376,,CA5KR2491031,On The Way Records,Already Know,Already Know,,Qaden James & daevo,track,Streaming,CO,No,3,0.009153
,,,Tidal,723277754376,,CA5KR2491031,On The Way Records,Already Know,Already Know,,Qaden James & daevo,track,Streaming,US,No,1,0.003287
,,,Tidal,723277735771,,CA5KR2489540,On The Way Records,Where Did You Go,Where Did You Go,,Paul Amber,track,Streaming,PL,No,1,0.001899
2024-10-01,2024-10-31,2024-10-26,YouTube (Audio Tier),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,CA,No,1,0.00105
2024-10-01,2024-10-31,2024-10-26,YouTube (Audio Tier),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,GB,No,1,0.001476
2024-10-01,2024-10-31,2024-10-02,YouTube (Audio Tier),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,GB,No,1,0.001476
2024-10-01,2024-10-31,2024-10-30,YouTube (Audio Tier),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,US,No,1,0.001571
2024-10-01,2024-10-31,2024-10-27,YouTube (Audio Tier),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,US,No,1,0.001571
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,AE,No,1,0.000168
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AE,No,1,0.000228
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427927,On The Way Records,,Badman,,DCVCV,Track,Stream,AE,No,1,0.000168
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427810,On The Way Records,,Burn for You,,"Stang, LegacyOfficial",Track,Stream,AE,No,1,0.000168
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AE,No,1,0.003343
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AR,No,2,0.000371
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AR,No,2,0.000213
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AR,No,3,0.001346
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AR,No,2,0.000557
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AR,No,2,0.000289
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AR,No,3,0.000237
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AR,No,2,0.000572
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427787,On The Way Records,,Don't Sit,,"Broshi, BVRRN",Track,Stream,AR,No,1,0.000102
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427787,On The Way Records,,Don't Sit,,"Broshi, BVRRN",Track,Stream,AR,No,1,0.00006
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427787,On The Way Records,,Don't Sit,,"Broshi, BVRRN",Track,Stream,AR,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,AR,No,1,0.000192
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428057,On The Way Records,,Chance to Forget,,"Rose Motion, EDIBA",Track,Stream,AR,No,1,0.000031
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428057,On The Way Records,,Chance to Forget,,"Rose Motion, EDIBA",Track,Stream,AR,No,1,0.000021
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AR,No,1,0.000084
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AR,No,2,0.000076
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AR,No,2,0.000085
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168938,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AR,No,1,0.000449
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168938,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AR,No,1,0.000278
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427924,On The Way Records,,Losing Control,,Leveki,Track,Stream,AR,No,1,0.000278
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427927,On The Way Records,,Badman,,DCVCV,Track,Stream,AR,No,1,0.000015
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427927,On The Way Records,,Badman,,DCVCV,Track,Stream,AR,No,2,0.000557
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427533,On The Way Records,,Nebula,,Zanders,Track,Stream,AR,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427810,On The Way Records,,Burn for You,,"Stang, LegacyOfficial",Track,Stream,AR,No,2,0.000199
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AR,No,18,0.008076
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AR,No,1,0.000278
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428053,On The Way Records,,Better,,Austin Feldman,Track,Stream,AR,No,1,0.000031
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428053,On The Way Records,,Better,,Austin Feldman,Track,Stream,AR,No,2,0.000213
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428452,On The Way Records,,Wilderness,,"AdamDarling, Enrey, ZEETS",Track,Stream,AR,No,1,0.000011
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AT,No,10,0.075978
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AT,No,13,0.042976
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AT,No,3,0.012898
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,AT,No,1,0.000291
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AT,No,2,0.003649
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AT,No,1,0.000579
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AT,No,1,0.000317
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AT,No,1,0.000224
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168938,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AT,No,2,0.006612
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168938,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AT,No,4,0.013862
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427927,On The Way Records,,Badman,,DCVCV,Track,Stream,AT,No,1,0.000291
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427810,On The Way Records,,Burn for You,,"Stang, LegacyOfficial",Track,Stream,AT,No,1,0.000291
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AT,No,4,0.030391
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AT,No,2,0.006612
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AT,No,1,0.004918
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AT,No,4,0.013862
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168990,,GXBNP2427533,On The Way Records,,Nebula,,Zanders,Track,Stream,AT,No,4,0.013862
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AU,No,1,0.001769
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,AU,No,5,0.017726
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,2,0.015062
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,1,0.003247
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,2,0.007091
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,2,0.005779
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,1,0.000258
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,AU,No,8,0.015097
2024-10-01,2024-10-31,,YouTube (Subscription),723277728353,,CA5KR2488300,On The Way Records,,You Make Me Feel,,"Brannco, Sevenkey, Anne Mulcahy",Track,Stream,AU,No,1,0.003546
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,AU,No,2,0.003875
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,AU,No,1,0.001769
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428057,On The Way Records,,Chance to Forget,,"Rose Motion, EDIBA",Track,Stream,AU,No,1,0.000216
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AU,No,3,0.000429
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AU,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,AU,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427927,On The Way Records,,Badman,,DCVCV,Track,Stream,AU,No,2,0.007531
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427810,On The Way Records,,Burn for You,,"Stang, LegacyOfficial",Track,Stream,AU,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),5063544209341,,GXBNP2428057,On The Way Records,,Chance to Forget,,"Rose Motion, EDIBA",Track,Stream,AU,No,1,0.007531
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AU,No,2,0.015062
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AU,No,1,0.003247
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,AU,No,2,0.007091
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168990,,GXBNP2427533,On The Way Records,,Nebula,,Zanders,Track,Stream,AU,No,1,0.003247
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428053,On The Way Records,,Better,,Austin Feldman,Track,Stream,AU,No,1,0.003875
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BD,No,1,0.000021
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BE,No,2,0.015932
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BE,No,1,0.006285
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BE,No,2,0.001752
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BE,No,2,0.00055
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BE,No,1,0.000084
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,BE,No,1,0.004623
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,BG,No,1,0.001482
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BG,No,1,0.001482
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428057,On The Way Records,,Chance to Forget,,"Rose Motion, EDIBA",Track,Stream,BG,No,1,0.00224
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BG,No,2,0.000373
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BG,No,1,0.000185
2024-10-01,2024-10-31,,YouTube (Subscription),723277739021,,CA5KR2489986,On The Way Records,,Iab,,"Advanced, jeonghyeon",Track,Stream,BG,No,17,0.038083
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428452,On The Way Records,,Wilderness,,"AdamDarling, Enrey, ZEETS",Track,Stream,BG,No,1,0.001482
2024-10-01,2024-10-31,,YouTube (Subscription),723277640365,,CA5KR2475624,On The Way Records,,Underwater,,"Thomas Anthony, We Are Robots",Track,Stream,BR,No,1,0.001153
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,BR,No,1,0.002699
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427523,On The Way Records,,Angels,,"Naffe, Flare (BR)",Track,Stream,BR,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),795397587189,,CA5KR2321534,On The Way Records,,Fantasy (Original Mix),,Volyri,Track,Stream,BR,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,14,0.016143
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,4,0.006988
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,1,0.001206
2024-10-01,2024-10-31,,YouTube (Subscription),5063544168891,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,1,0.001335
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,7,0.016317
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,3,0.002749
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2427518,On The Way Records,,Personal,,"WHOWHENWHY, Rise Of The JellyFish",Track,Stream,BR,No,2,0.000233
2024-10-01,2024-10-31,,YouTube (Subscription),723277205779,,CA5KR2402605,On The Way Records,,Fallin,,WHOWHENWHY,Track,Stream,BR,No,1,0.001153
2024-10-01,2024-10-31,,YouTube (Subscription),723277504414,,CA5KR2452528,On The Way Records,,Nasty,,WHOWHENWHY,Track,Stream,BR,No,1,0.001153
2024-10-01,2024-10-31,,YouTube (Subscription),723277728353,,CA5KR2488300,On The Way Records,,You Make Me Feel,,"Brannco, Sevenkey, Anne Mulcahy",Track,Stream,BR,No,1,0.001335
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BR,No,1,0.000257
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BR,No,1,0.001153
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BR,No,1,0
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428055,On The Way Records,,Never Forget,,Nick Proof,Track,Stream,BR,No,1,0.001206
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BR,No,2,0.001335
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BR,No,1,0.00029
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BR,No,1,0.000052
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BR,No,1,0.000039
2024-10-01,2024-10-31,,YouTube (Subscription),,,GXBNP2428780,On The Way Records,,Louder,,"Wrex, Grimix, Azooland",Track,Stream,BR,No,1,0
